run_id,os,cpu,physical_cores,system_ram_gb,gpu,GPU_ram_mb,cuda_version,training_type,game_name,batch_size,learning_rate,buffer_size,beta,epsilon,lambd,num_epoch,learning_rate_schedule,normalize,hidden_units,num_layers,vis_encode_type,reward_extrinsic_gamma,reward_extrinsic_strength,keep_checkpoints,max_steps,time_horizon,summary_freq
20251126-081730,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.00015,20480,0.008858,0.294,0.915,5,constant,True,512,2,simple,,,5,500000,512,12000
20251126-082236,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,0.000182,10240,0.002918,0.248,0.944,10,constant,True,256,3,simple,,,5,500000,512,12000
20251126-082924,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000141,20480,0.001991,0.216,0.938,5,constant,False,512,3,simple,,,5,100000,256,12000
20251126-083042,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,1.5e-05,20480,0.008918,0.215,0.927,10,constant,False,128,3,simple,,,5,100000,128,12000
20251126-083229,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000196,81920,0.001354,0.252,0.932,4,constant,False,512,1,simple,,,5,2000000,128,12000
20251126-085546,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.000243,81920,0.005425,0.279,0.93,10,constant,True,512,3,simple,,,5,250000,1024,12000
20251126-090127,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.00017,20480,0.005715,0.119,0.929,8,linear,False,256,1,simple,,,5,2000000,128,12000
20251126-093003,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,9.6e-05,81920,0.007134,0.232,0.914,3,constant,True,512,1,simple,,,5,250000,1024,12000
20251126-093315,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000266,81920,0.005421,0.272,0.901,10,constant,True,128,2,simple,,,5,1000000,1024,12000
20251126-094904,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,3.3e-05,81920,0.003383,0.284,0.916,3,constant,True,256,3,simple,,,5,100000,512,12000
20251126-095033,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.000232,40960,0.000598,0.137,0.934,5,constant,True,256,1,simple,,,5,100000,1024,12000
20251126-095203,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.000108,81920,0.009467,0.197,0.909,5,linear,True,64,1,simple,,,5,500000,64,12000
20251126-095833,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000214,327680,0.003711,0.137,0.91,10,linear,False,512,3,simple,,,5,250000,128,12000
20251126-100132,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000214,327680,0.001863,0.17,0.939,5,linear,True,512,1,simple,,,5,500000,1024,12000
20251126-100816,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000241,327680,0.000879,0.271,0.945,10,constant,True,64,3,simple,,,5,1000000,1024,12000
20251126-102511,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000261,327680,0.003708,0.273,0.925,10,linear,True,64,1,simple,,,5,1000000,512,12000
20251126-104156,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000128,163840,0.000925,0.265,0.914,10,linear,False,256,2,simple,,,5,1000000,256,12000
20251126-105903,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000259,163840,0.008829,0.168,0.928,4,linear,False,32,2,simple,,,5,100000,64,12000
20251126-110010,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000124,81920,0.001527,0.21,0.931,5,constant,True,128,2,simple,,,5,100000,128,12000
20251126-110145,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000241,40960,0.003738,0.209,0.933,3,constant,False,32,1,simple,,,5,250000,512,12000
20251126-110444,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.0002,20480,0.002977,0.153,0.947,5,linear,True,64,2,simple,,,5,2000000,128,12000
20251126-112859,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,0.000178,10240,0.004018,0.118,0.938,3,constant,False,128,2,simple,,,5,250000,1024,12000
20251126-113153,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000149,327680,0.006803,0.107,0.94,4,linear,False,64,3,simple,,,5,500000,128,12000
20251126-113725,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000255,40960,0.007186,0.283,0.907,10,constant,False,32,2,simple,,,5,500000,128,12000
20251126-114511,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.000278,81920,0.000895,0.148,0.921,10,linear,False,32,2,simple,,,5,100000,512,12000
20251126-114700,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.000225,40960,0.002832,0.247,0.914,10,constant,False,128,1,simple,,,5,250000,64,12000
20251126-115103,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,8.7e-05,10240,0.00619,0.108,0.949,4,constant,True,64,1,simple,,,5,100000,512,12000
20251126-115228,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000101,163840,0.009995,0.199,0.929,4,linear,True,256,2,simple,,,5,2000000,128,12000
20251126-121638,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,3.7e-05,81920,0.009273,0.142,0.909,5,constant,False,64,1,simple,,,5,500000,128,12000
20251126-122253,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,0.000223,40960,0.00937,0.116,0.949,3,constant,True,512,3,simple,,,5,500000,256,12000
20251126-122940,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.00025,40960,0.008999,0.133,0.936,10,linear,True,128,1,simple,,,5,2000000,2048,12000
20251126-130025,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.000198,40960,0.007561,0.119,0.919,5,linear,False,256,2,simple,,,5,1000000,2048,12000
20251126-131303,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000112,163840,0.008006,0.273,0.919,10,constant,False,32,3,simple,,,5,100000,256,12000
20251126-131421,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000139,163840,0.004875,0.157,0.917,3,constant,True,256,2,simple,,,5,250000,256,12000
20251126-131733,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,8.1e-05,163840,0.007282,0.109,0.95,3,linear,False,512,1,simple,,,5,2000000,512,12000
20251126-133954,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000286,40960,0.00722,0.109,0.942,10,linear,True,256,3,simple,,,5,250000,2048,12000
20251126-134435,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.000273,40960,0.00155,0.154,0.928,8,linear,False,512,2,simple,,,5,1000000,256,12000
20251126-140107,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000262,163840,0.003442,0.106,0.907,8,linear,False,512,2,simple,,,5,2000000,256,12000
20251126-143457,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,6.1e-05,40960,0.002354,0.227,0.913,4,linear,False,64,2,simple,,,5,1000000,256,12000
20251126-144618,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,9.2e-05,163840,0.005167,0.159,0.905,8,constant,True,32,1,simple,,,5,2000000,1024,12000
20251126-151455,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.000159,20480,0.004866,0.166,0.903,5,constant,False,32,2,simple,,,5,250000,256,12000
20251126-151806,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000299,40960,0.003234,0.185,0.94,10,constant,True,256,3,simple,,,5,100000,1024,12000
20251126-152001,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,0.000224,20480,0.006342,0.133,0.911,10,linear,False,32,1,simple,,,5,100000,128,12000
20251126-152143,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,9e-05,40960,0.008949,0.225,0.94,8,constant,True,64,1,simple,,,5,2000000,2048,12000
20251126-155019,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000108,327680,0.002488,0.278,0.918,4,constant,True,512,1,simple,,,5,500000,2048,12000
20251126-155712,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,6.6e-05,163840,0.009468,0.255,0.922,8,constant,False,512,1,simple,,,5,500000,512,12000
20251126-160545,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,0.000259,10240,0.007681,0.131,0.942,4,linear,True,256,2,simple,,,5,500000,64,12000
20251126-161227,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.000229,40960,0.002388,0.184,0.925,8,linear,True,32,2,simple,,,5,2000000,2048,12000
20251126-164232,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000188,163840,0.008571,0.286,0.906,3,linear,True,256,2,simple,,,5,500000,2048,12000
20251126-164918,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000283,40960,0.006136,0.12,0.934,8,constant,False,256,2,simple,,,5,100000,512,12000
20251126-165059,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000286,163840,0.000859,0.217,0.922,10,constant,True,256,3,simple,,,5,100000,512,12000
20251126-165223,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,5.9e-05,327680,0.003671,0.274,0.901,10,linear,True,32,3,simple,,,5,500000,1024,12000
20251126-170043,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.000173,81920,0.000907,0.238,0.909,8,constant,True,512,1,simple,,,5,2000000,1024,12000
20251126-173153,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000104,40960,0.001626,0.255,0.904,10,linear,True,64,2,simple,,,5,500000,64,12000
20251126-174010,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,6e-05,81920,0.009835,0.156,0.933,8,linear,True,512,3,simple,,,5,250000,128,12000
20251126-174545,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000177,163840,0.002522,0.241,0.946,10,constant,True,512,1,simple,,,5,100000,1024,12000
20251126-174708,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000162,40960,0.005826,0.142,0.945,8,constant,True,32,2,simple,,,5,100000,2048,12000
20251126-174852,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,7e-05,20480,0.004079,0.172,0.948,4,constant,False,32,3,simple,,,5,2000000,128,12000
20251126-181215,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,0.000195,40960,0.006199,0.232,0.909,3,linear,False,512,2,simple,,,5,1000000,512,12000
20251126-182452,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,0.000125,20480,0.004411,0.117,0.937,8,linear,True,128,3,simple,,,5,500000,128,12000
20251126-183254,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.000214,81920,0.000962,0.23,0.905,8,linear,True,32,1,simple,,,5,100000,256,12000
20251126-183436,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000101,81920,0.003472,0.26,0.906,10,linear,True,32,3,simple,,,5,500000,256,12000
20251126-184257,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000202,40960,0.007493,0.124,0.945,5,linear,True,128,1,simple,,,5,1000000,64,12000
20251126-185629,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.0001,81920,0.003255,0.198,0.93,3,constant,False,512,1,simple,,,5,2000000,64,12000
20251126-192003,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000197,81920,0.006418,0.172,0.904,10,linear,False,128,1,simple,,,5,500000,256,12000
20251126-193006,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,3.8e-05,20480,0.003475,0.112,0.942,10,constant,False,512,2,simple,,,5,500000,2048,12000
20251126-194028,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000271,163840,0.003709,0.282,0.933,8,linear,True,32,3,simple,,,5,1000000,256,12000
20251126-195628,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000297,81920,0.000595,0.296,0.945,10,constant,False,128,3,simple,,,5,1000000,1024,12000
20251126-201354,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000104,81920,0.004928,0.175,0.913,10,constant,True,64,1,simple,,,5,250000,128,12000
20251126-201834,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,2.6e-05,10240,0.004528,0.209,0.944,8,linear,False,32,2,simple,,,5,250000,128,12000
20251126-202237,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.00014,327680,0.004772,0.204,0.93,4,constant,False,128,3,simple,,,5,1000000,2048,12000
20251126-203628,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000238,163840,0.003506,0.166,0.917,10,constant,False,512,2,simple,,,5,250000,256,12000
20251126-204151,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,0.000172,20480,0.003264,0.164,0.926,4,linear,False,32,1,simple,,,5,500000,1024,12000
20251126-204800,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,0.000226,10240,0.003329,0.28,0.917,5,constant,False,64,1,simple,,,5,500000,64,12000
20251126-205447,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.00021,40960,0.004825,0.206,0.93,4,linear,False,256,1,simple,,,5,500000,2048,12000
20251126-210109,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,2.6e-05,81920,0.0013,0.13,0.944,8,constant,False,32,1,simple,,,5,2000000,256,12000
20251126-213054,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,3.1e-05,10240,0.003314,0.116,0.932,8,linear,True,512,3,simple,,,5,250000,64,12000
20251126-213628,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,0.000158,40960,0.003751,0.134,0.938,8,constant,False,32,2,simple,,,5,2000000,64,12000
20251126-220708,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,0.000127,40960,0.004985,0.242,0.909,8,constant,True,256,2,simple,,,5,1000000,512,12000
20251126-222329,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,2.4e-05,163840,0.001837,0.212,0.917,5,linear,True,256,3,simple,,,5,2000000,512,12000
20251126-225144,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,5.9e-05,40960,0.000611,0.152,0.901,4,linear,False,256,2,simple,,,5,1000000,128,12000
20251126-230449,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,8.3e-05,81920,0.006268,0.249,0.937,10,constant,False,64,3,simple,,,5,250000,256,12000
20251126-230922,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.000243,40960,0.000657,0.127,0.935,3,constant,False,512,3,simple,,,5,500000,128,12000
20251126-231616,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.00015,81920,0.006505,0.12,0.923,8,constant,True,64,1,simple,,,5,2000000,1024,12000
20251126-234633,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,2.4e-05,81920,0.007014,0.106,0.913,3,linear,True,512,2,simple,,,5,250000,2048,12000
20251126-235022,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,0.000136,40960,0.003121,0.256,0.917,10,constant,True,512,1,simple,,,5,250000,64,12000
20251126-235506,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000112,81920,0.001438,0.273,0.915,8,constant,False,32,1,simple,,,5,2000000,2048,12000
20251127-002410,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.000141,81920,0.007173,0.275,0.944,10,constant,False,64,2,simple,,,5,2000000,128,12000
20251127-005843,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000197,81920,0.006128,0.177,0.947,3,linear,True,32,1,simple,,,5,100000,2048,12000
20251127-010024,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,4.3e-05,327680,0.007706,0.253,0.944,10,constant,False,128,1,simple,,,5,1000000,256,12000
20251127-012116,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,0.000176,10240,0.007759,0.268,0.901,5,constant,False,256,2,simple,,,5,2000000,64,12000
20251127-015229,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.000225,20480,0.005088,0.229,0.903,3,linear,False,128,2,simple,,,5,100000,256,12000
20251127-015401,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000172,40960,0.004574,0.115,0.922,5,linear,False,64,1,simple,,,5,2000000,128,12000
20251127-022006,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000167,327680,0.00593,0.178,0.905,3,linear,True,128,3,simple,,,5,1000000,1024,12000
20251127-023319,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.000248,20480,0.006014,0.276,0.912,10,constant,True,64,3,simple,,,5,1000000,1024,12000
20251127-025206,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000235,81920,0.005097,0.154,0.909,4,linear,False,128,2,simple,,,5,250000,64,12000
20251127-025625,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000154,40960,0.002497,0.153,0.949,5,linear,False,512,1,simple,,,5,500000,64,12000
20251127-030541,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000266,40960,0.008169,0.138,0.906,5,linear,False,128,1,simple,,,5,500000,64,12000
20251127-031328,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000145,163840,0.006345,0.198,0.903,4,constant,True,256,2,simple,,,5,1000000,256,12000
20251127-032848,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.000293,20480,0.006941,0.183,0.907,8,linear,True,128,1,simple,,,5,1000000,1024,12000
20251127-034648,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,2.5e-05,20480,0.008524,0.267,0.932,8,linear,True,512,3,simple,,,5,1000000,2048,12000
20251127-040917,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,0.000139,163840,0.000406,0.228,0.904,8,constant,False,64,3,simple,,,5,500000,256,12000
20251127-041857,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,6.3e-05,10240,0.002171,0.121,0.915,5,linear,True,128,2,simple,,,5,100000,256,12000
20251127-042033,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,1024,0.00028,81920,0.008991,0.169,0.925,3,constant,True,256,2,simple,,,5,2000000,1024,12000
20251127-044734,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,0.0002,10240,0.004434,0.3,0.903,10,linear,True,64,3,simple,,,5,100000,2048,12000
20251127-044957,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,4.5e-05,163840,0.001554,0.134,0.913,10,linear,False,512,2,simple,,,5,500000,512,12000
20251127-050305,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,4096,0.000133,163840,0.007431,0.268,0.944,5,linear,False,512,3,simple,,,5,2000000,256,12000
20251127-054047,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,2048,9.3e-05,40960,0.002674,0.104,0.917,8,constant,False,128,1,simple,,,5,500000,2048,12000
20251127-054848,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,Crawler,512,3e-05,20480,0.006853,0.151,0.917,3,constant,False,64,3,simple,,,5,500000,256,12000
